Dancing with the Stars - All Seasons Summary (1-34),Unnamed: 1,Unnamed: 2,Unnamed: 3,Season_Sheet,Couple,Pl,Wk1,Wk2,Wk1+2,Wk3,Wk4,Wk5,Wk6,Wk7,Wk8,Wk6+7,Wk9,Wk10N1,Wk10N2,Wk1N1,Wk1N2,Wk3+4,Wk10,Wk11N1,Wk11N2,Wk5+6,Wk7+8,Wk2N1,Wk2N2,Wk11,Wk4N1,Wk4N2,Wk4-1+2,Wk5N1,Wk5N2,Wk5-1+2,Wk10+11,Wk3N1,Wk3N2,Wk3-1+2,Wk8+9
,,,,S26,Chris & Witney,4th,21,33+33=66,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S26,Mirai & Alan,4th,23,37+37=74,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S26,Kareem & Lindsay,7th,17,26+33=59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S26,Arike & Gleb,7th,20,33+37=70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S26,Jamie & Artem,9th,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S26,Johnny & Emma,9th,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S27,Bobby & Sharna,1st,,,39.0,23.0,20.0,21.0,22.0,24+29=53,21+24=45,,24+30=54,,,20.0,,,,,,43.0,,20.0,19.0,,,,,,,,,,,,
,,,,S27,Milo & Witney,2nd,,,52.0,27.0,29.0,27.0,30.0,29+29=58,27+28=55,,30+30=60,,,20.0,,,,,,57.0,,26.0,26.0,,,,,,,,,,,,
,,,,S27,Evanna & Keo,3rd,,,48.0,27.0,24.0,29.0,53.0,30+29=59,30+28=58,,30+30=60,,,18.0,,,,,,,,24.0,24.0,,,,,,,,,,,,
,,,,S27,Alexis & Alan,4th,,,49.0,26.0,25.0,29.0,27.0,29+26=55,28+30=58,,27+30=57,,,21.0,23.0,,,,,56.0,,25.0,24.0,,,,,,,,,,,,
,,,,S27,Joe & Jenna,5th,,,35.0,18.0,15.0,17.0,22.0,21+26=47,22+24=46,,,,,14.0,,,,,,39.0,,17.0,18.0,,,,,,,,,,,,
,,,,S27,Juan Pablo & Cheryl,5th,,,52.0,30.0,24.0,29.0,30.0,30+26=56,30+30=60,,,,,22.0,,,,,,59.0,,26.0,26.0,,,,,,,,,,,,
,,,,S27,John & Emma,7th,,,43.0,21.0,21.0,24.0,19.0,25+29=54,,,,,,18.0,,,,,,43.0,,23.0,20.0,,,,,,,,,,,,
,,,,S27,DeMarcus & Lindsay,7th,,,47.0,26.0,22.0,26.0,26.0,27+26=53,,,,,,23.0,,,,,,52.0,,24.0,23.0,,,,,,,,,,,,
,,,,S27,Mary Lou & Sasha,9th,,,46.0,24.0,26.0,25.0,24.0,,,,,,,19.0,21.0,,,,,49.0,,22.0,24.0,,,,,,,,,,,,
,,,,S27,Tinashe & Brandon,10th,,,52.0,27.0,26.0,,,,,,,,,23.0,,,,,,,,26.0,26.0,,,,,,,,,,,,
,,,,S27,Nancy & Val,11th,,,41.0,22.0,,,,,,,,,,18.0,21.0,,,,,,,21.0,20.0,,,,,,,,,,,,
,,,,S27,Danelle & Artem,12th,,,37.0,,,,,,,,,,,18.0,18.0,,,,,,,18.0,19.0,,,,,,,,,,,,
,,,,S27,Nikki & Gleb,13th,,,,,,,,,,,,,,17.0,18.0,,,,,,,,,,,,,,,,,,,,
,,,,S28,Hannah & Alan,1st,20,24,44.0,21.0,32.0,25.0,24.0,25+27=52,29+2=31,,32+39=71,,,,,53.0,27+27=54,,,49.0,,,,28+30=58,,,,,,,,,,,
,,,,S28,Kel & Witney,2nd,16,20,36.0,20.0,32.0,26.0,26.0,27+24=51,28+2=30,,34+40=74,,,,,52.0,27+30=57,,,52.0,,,,30+29=59,,,,,,,,,,,
,,,,S28,Ally & Sasha,3rd,16,20,36.0,24.0,32.0,27.0,25.0,27+27=54,30,,40+40=80,,,,,56.0,29+30=59,,,52.0,,,,30+30=60,,,,,,,,,,,
,,,,S28,Lauren & Gleb,4th,19,19,38.0,20.0,32.0,23.0,26.0,27+27=54,24,,34+36=70,,,,,52.0,27+27=54,,,49.0,,,,27+30=57,,,,,,,,,,,
,,,,S28,James & Emma,5th,21,20,41.0,23.0,28.0,26.0,27.0,27+27=54,30+2=32,,36+36=72,,,,,51.0,24+27=51,,,53.0,,,,,,,,,,,,,,,
,,,,S28,Sean & Lindsay,6th,12,16,28.0,15.0,21.0,19.0,21.0,18+24=42,20,,26+24=50,,,,,36.0,,,,40.0,,,,,,,,,,,,,,,
,,,,S28,Kate & Pasha,7th,15,21,36.0,24.0,26.0,24.0,27.0,24+24=48,24+2=26,,,,,,,50.0,,,,51.0,,,,,,,,,,,,,,,
,,,,S28,Karamo & Jenna,8th,17,19,36.0,16.0,28.0,21.0,25.0,25+24=49,,,,,,,,44.0,,,,46.0,,,,,,,,,,,,,,,
,,,,S28,Sailor & Val,9th,18,18,36.0,23.0,31.0,24.0,27.0,,,,,,,,,54.0,,,,51.0,,,,,,,,,,,,,,,
,,,,S28,Lamar & Peta,10th,11,12,23.0,12.0,20.0,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,
,,,,S28,Ray & Cheryl,11th,15,15,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S28,Mary & Brandon,12th,17,15,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Kaitlyn & Artem,1st,20,22,42.0,23.0,25.0,27.0,27.0,24.0,25+3=28,,30,,,,,,30+30=60,,,,,,,30+30=60,,,,,,,,,,,
,,,,S29,Nev & Jenna,2nd,20,21,41.0,24.0,24.0,26.0,26.0,30.0,27+3=30,,27+2=29,,,,,,30+30=60,,,,,,,30+30=60,,,,,,,,,,,
,,,,S29,Nelly & Daniella,3rd,16,18,34.0,18.0,21.0,24.0,24.0,27.0,21+2=23,,24,,,,,,26+30=56,,,,,,,27+30=57,,,,,,,,,,,
,,,,S29,Justina & Sasha,4th,21,21,42.0,19.0,24.0,24.0,27.0,26.0,27+2=29,,24+2=26,,,,,,28+30=58,,,,,,,30+30=60,,,,,,,,,,,
,,,,S29,Skai & Alan,5th,21,15,36.0,18.0,28.0,24.0,18.0,27.0,25+2=27,,27+2=29,,,,,,27+30=57,,,,,,,,,,,,,,,,,,
,,,,S29,Johnny & Britt,6th,18,18,36.0,24.0,24.0,29.0,22.0,27.0,27+3=30,,30,,,,,,27+30=57,,,,,,,,,,,,,,,,,,
,,,,S29,AJ & Cheryl,7th,18,19,37.0,21.0,24.0,24.0,27.0,26.0,24+3=27,,23+2=25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Chrishell & Gleb,8th,13,18,31.0,22.0,22.0,19.0,24.0,26.0,24+2=26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Jeannie & Brandon,9th,18,18,36.0,22.0,21.0,24.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Monica & Val,10th,19,16,35.0,21.0,24.0,26.0,27.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Vernon & Peta,11th,17,18,35.0,22.0,22.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Jesse & Sharna,12th,18,20,38.0,20.0,21.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Anne & Keo,13th,18,18,36.0,15.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Carole & Pasha,14th,11,16,27.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S29,Charles & Emma,15th,12,15,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S30,Iman & Daniella,1st,21,25,46.0,19.0,,28.0,40.0,32+2=34,35,,37+38=75,,,,,,40+40=80,,,,,,,,30,33.0,63.0,,,,,,,,
,,,,S30,JoJo & Jenna,2nd,29,31,60.0,24.0,,40.0,40.0,39,39+2=41,,40+40=80,,,,,,40+40=80,,,,,,,,35,35.0,70.0,,,,,,,,
,,,,S30,Cody & Cheryl,3rd,24,24,48.0,18.0,,32.0,36.0,34+2=36,38,,35+36=71,,,,,,36+40=76,,,,,,,,27,31.0,58.0,,,,,,,,
,,,,S30,Amanda & Alan,4th,28,32,60.0,24.0,,39.0,38.0,33+1=34,40+2=42,,39+40=79,,,,,,38+40=78,,,,,,,,32,36.0,68.0,,,,,,,,
,,,,S30,Suni & Sasha,5th,28,28,56.0,21.0,,36.0,36.0,33+1=34,40+2=42,,37+38=75,,,,,,,,,,,,,,33,35.0,68.0,,,,,,,,
,,,,S30,Melora & Artem,6th,26,27,53.0,23.0,,36.0,34.0,36+2=38,40+2=42,,36+36=72,,,,,,,,,,,,,,36,37.0,73.0,,,,,,,,
,,,,S30,Jimmie & Emma,7th,22,27,49.0,20.0,,34.0,38.0,38,32,,,,,,,,,,,,,,,,30+2=32,35.0,67.0,,,,,,,,
,,,,S30,Olivia & Val,8th,25,27,52.0,24.0,,36.0,36.0,38+4=42,36,,,,,,,,,,,,,,,,35,35.0,70.0,,,,,,,,
,,,,S30,The Miz & Witney,9th,24,26,50.0,22.0,,32.0,34.0,32,,,,,,,,,,,,,,,,,31,34.0,65.0,,,,,,,,
,,,,S30,Kenya & Brandon,10th,26,24,50.0,21.0,,36.0,32.0,,,,,,,,,,,,,,,,,,29,30.0,59.0,,,,,,,,
,,,,S30,Melanie & Gleb,11th,27,30,57.0,22.0,,36.0,,,,,,,,,,,,,,,,,,,31,35.0,66.0,,,,,,,,
,,,,S30,Matt & Lindsay,12th,24,22,46.0,20.0,,,,,,,,,,,,,,,,,,,,,26,31.0,57.0,,,,,,,,
,,,,S30,Brian & Sharna,13th,24,23,47.0,19.0,,,,,,,,,,,,,,,,,,,,,25,27.0,52.0,,,,,,,,
,,,,S30,Christine & Pasha,14th,25,24,49.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S30,Martin & Britt,15th,13,15,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S31,Charli & Mark,1st,32,32.0,,33.0,36.0,,50.0,39+39=78,40+5=45,,40+40=80,,,,,,40+40=80,,,,,,,,,,,38+7=45,,84.0,,,,,
,,,,S31,Gabby & Val,2nd,28,32.0,,33.0,36.0,,46.0,38+33=71,40,,40+40=80,,,,,,40+40=80,,,,,,,,,,,40+6=46,,82.0,,,,,
,,,,S31,Wayne & Witney,3rd,29,32.0,,33.0,36.0,,44.0,37+39=76,40+5=45,,36+37=73,,,,,,36+40=76,,,,,,,,,,,40+5=45,,82.0,,,,,
,,,,S31,Shangela & Gleb,4th,28,28.0,,30.0,32.0,,45.0,40+33=73,37+5=42,,36+37=73,,,,,,36+40=76,,,,,,,,,,,35+10=45,,77.0,,,,,
,,,,S31,Daniel & Britt,5th,27,29.0,,31.0,29.0,,43.0,34+39=73,39,,35+34=69,,,,,,,,,,,,,,,,,32+1=33,,67.0,,,,,
,,,,S31,Trevor & Emma,6th,21,30.0,,27.0,28.0,,42.0,39+39=78,34+5=39,,32+33=65,,,,,,,,,,,,,,,,,32+8=40,,72.0,,,,,
,,,,S31,Vinny & Koko,7th,17,27.0,,23.0,29.0,,36.0,30+33=63,29,,,,,,,,,,,,,,,,,,,28+2=30,,62.0,,,,,
,,,,S31,Heidi & Artem,8th,24,28.0,,32.0,34.0,,46.0,37+33=70,35,,,,,,,,,,,,,,,,,,,33+9=42,,78.0,,,,,
,,,,S31,Jordin & Brandon,9th,26,27.0,,29.0,34.0,,43.0,36+33=69,,,,,,,,,,,,,,,,,,,,35+3=38,,71.0,,,,,
,,,,S31,Jessie & Alan,10th,20,25.0,,26.0,31.0,,41.0,,,,,,,,,,,,,,,,,,,,,29,32+11=43,72.0,,,,,
,,,,S31,Joseph & Daniella,11th,23,24.0,,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,34,32+4=36,70.0,,,,,
,,,,S31,Selma & Sasha,12th,28,28.0,,28.0,32.0,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,
,,,,S31,Sam & Cheryl,13th,20,26.0,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S31,Cheryl & Louis,14th,21,21.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S31,Teresa & Pasha,15th,20,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S31,Jason & Peta,16th,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Xochitl & Val,1st,18,24.0,,32.0,27.0,28.0,37+5=42,34+40=74,40,,38+3=41,,,,,,30+30=60,,,,,,,30+30=60,,,,,,,120.0,,,,
,,,,S32,Jason & Daniella,2nd,21,24.0,,34.0,24.0,27.0,36+3=39,35+37=72,33,,40+3=43,,,,,,27+30=57,,,,,,,30+30=60,,,,,,,117.0,,,,
,,,,S32,Ariana & Pasha,3rd,21,20.0,,34.0,25.0,24.0,37+4=41,37+37=74,39+3=42,,37,,,,,,28+30=58,,,,,,,29+30=59,,,,,,,117.0,,,,
,,,,S32,Charity & Artem,4th,22,21.0,,32.0,24.0,28.0,35+3=38,32+40=72,36+3=39,,38,,,,,,29+30=59,,,,,,,29+30=59,,,,,,,118.0,,,,
,,,,S32,Alyson & Sasha,5th,13,19.0,,24.0,18.0,21.0,29+2=31,33+37=70,33+3=36,,29+3=32,,,,,,25+26=51,,,,,,,25+28=53,,,,,,,104.0,,,,
,,,,S32,Harry & Rylee,6th,12,15.0,,24.0,21.0,18.0,28+1=29,24+40=64,28,,30,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Barry & Peta,7th,16,15.0,,25.0,18.0,24.0,31+1=32,28+37=65,32+3=35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Lele & Brandon,8th,19,21.0,,27.0,22.0,24.0,33+4=37,33+40=73,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Mauricio & Emma,9th,15,12.0,,23.0,19.0,24.0,31+2=33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Mira & Gleb,10th,17,18.0,,26.0,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Adrian & Britt,11th,18,15.0,,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Tyson & Jenna,12th,12,18.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Jamie Lynn & Alan,13th,15,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S32,Matt & Koko,14th,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S33,Joey & Jenna,1st,21,22,43.0,,36.0,25+27=52,29+3=32,28+27=55,30+28=58,,30+29=59,,,,,,,,,,,,,,,,,,,,,34.0,36.0,70.0,117.0
,,,,S33,Ilona & Alan,2nd,18,21,39.0,,32.0,25+27=52,24,28+24=52,28+29=57,,27+30=57,,,,,,,,,,,,,,,,,,,,,30.0,26.0,56.0,114.0
,,,,S33,Chandler & Brandon,3rd,23,24,47.0,,32.0,27+27=54,29+3=32,30+30=60,29+29=58,,30+30=60,,,,,,,,,,,,,,,,,,,,,36.0,33.0,69.0,118.0
,,,,S33,Stephen & Rylee,4th,21,22,43.0,,33.0,24+24=48,28,29+25=54,25+28=53,,29+30=59,,,,,,,,,,,,,,,,,,,,,30.0,32.0,62.0,112.0
,,,,S33,Danny & Witney,5th,20,21,41.0,,36.0,27+24=51,28,27+24=51,27+27=54,,27+29=56,,,,,,,,,,,,,,,,,,,,,30.0,30.0,60.0,110.0
,,,,S33,Dwight & Daniella,6th,22,22,44.0,,29.0,24+24=48,28+3=31,26+22=48,,,,,,,,,,,,,,,,,,,,,,,,23.0,29.0,52.0,
,,,,S33,Jenn & Sasha,7th,19,19,38.0,,32.0,24+27=51,28+3=31,,,,,,,,,,,,,,,,,,,,,,,,,31.0,31.0,62.0,
,,,,S33,Phaedra & Val,8th,19,21,40.0,,32.0,24+24=48,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,26.0,56.0,
,,,,S33,Brooks & Gleb,9th,18,20,38.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,33.0,61.0,
,,,,S33,Eric & Britt,10th,15,15,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,22.0,46.0,
,,,,S33,Reginald & Emma,10th,16,15,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,42.0,
,,,,S33,Tori & Pasha,12th,17,19,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S33,Anna & Ezra,12th,18,17,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S34,Robert & Witney,1st,15,22,37.0,22.0,22.0,35.0,36.0,38+3=41,38+38=76,,40+2=42,,,,,,30+29=59,,,71.0,,,,29+30+30=89,,,,,,,,,,,
,,,,S34,Alix & Val,2nd,13,21,34.0,23.0,24.0,35.0,35.0,39+4=43,39+38=77,,40,,,,,,28+30=58,,,70.0,,,,30+30+30=90,,,,,,,,,,,
,,,,S34,Jordan & Ezra,3rd,10,22,32.0,24.0,24.0,32.0,39.0,34+4=38,38+40=78,,37+2=39,,,,,,27+30=57,,,71.0,,,,29+30+30=89,,,,,,,,,,,
,,,,S34,Dylan & Daniella,4th,10,20,30.0,23.0,23.0,36.0,32.0,35+3=38,36+40=76,,40+2=42,,,,,,27+28=55,,,68.0,,,,28+30+30=88,,,,,,,,,,,
,,,,S34,Elaine & Alan,5th,12,21,33.0,21.0,24.0,30.0,36.0,32+0=32,37+38=75,,36,,,,,,27+30=57,,,66.0,,,,30+27+30=87,,,,,,,,,,,
,,,,S34,Whitney & Mark,6th,15,22,37.0,24.0,25.0,33.0,39.0,37+5=42,39+40=79,,40+2=42,,,,,,29+29=58,,,72.0,,,,,,,,,,,,,,,
,,,,S34,Andy & Emma,7th,9,16,25.0,18.0,18.0,24.0,27.0,28+1=29,30+38=68,,29,,,,,,,,,51.0,,,,,,,,,,,,,,,
,,,,S34,Danielle & Pasha,8th,12,19,31.0,21.0,21.0,29.0,36.0,33+2=35,34+40=74,,,,,,,,,,,65.0,,,,,,,,,,,,,,,
,,,,S34,Jen & Jan,9th,12,22,34.0,19.0,23.0,29.0,32.0,32+2=34,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,
,,,,S34,Scott & Rylee,10th,10,18,28.0,22.0,21.0,30.0,28.0,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,
,,,,S34,Hilaria & Gleb,11th,14,21,35.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S34,Lauren & Brandon,12th,13,21,34.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S34,Baron & Britt,13th,10,18,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S34,Corey & Jenna,13th,9,15,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
